,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,Year
4730,Do You Want Fries With That,Tim McGraw,spotify:track:0njxz22rezgDmDxD6ER6JF,0.604,0.802,7,-3.995,1,0.0317,0.214,0.0,0.111,0.6709999999999999,135.999,239760,4,43.869659999999996,10,1,2000
4731,Rodeo,Juvenile,spotify:track:6TQi1WGLxAyy1itA3CqSlD,0.7,0.547,1,-7.907,1,0.156,0.0532,0.0,0.068,0.67,157.137,237947,3,39.90769,10,1,2000
4732,Hung Up,Madonna,spotify:track:3850dYVgOFIXJh5U4BFEWH,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4,40.11593,11,1,2000
4733,Tell Me Something Bad About Tulsa,George Strait,spotify:track:24G9unJcgg98i678VyoXXI,0.619,0.42,2,-8.261000000000001,1,0.0255,0.544,0.000598,0.111,0.254,129.623,196973,4,32.42634,7,1,2000
4734,Beltenebros,Joey Fehrenbach,spotify:track:5pYq01kTWZtvcXsHXDC2Cy,0.7240000000000001,0.57,8,-10.184,0,0.0563,0.0511,0.851,0.0953,0.135,92.03200000000001,223053,4,24.03687,9,0,2000
4735,Buy Me A Zeppelin,Macbeth the Great,spotify:track:4tSZH1DkhMX2JeCbyzSirg,0.551,0.355,5,-14.366,1,0.0712,0.94,0.41100000000000003,0.214,0.5760000000000001,95.479,139878,4,46.075109999999995,6,0,2000
4736,Aruhi Arutoki Senshi No Kyuusoku,Kan Mikami,spotify:track:621aiLmURqjtWtt0XZN5TW,0.36200000000000004,0.41100000000000003,4,-17.398,0,0.602,0.723,0.00621,0.27,0.48200000000000004,82.766,488935,3,56.19393,21,0,2000
4737,Shadows,Midnight Juggernauts,spotify:track:5vq3QYDR7n2q8402mmFCgY,0.6759999999999999,0.7979999999999999,10,-4.038,0,0.0572,0.00466,0.711,0.0813,0.741,126.98700000000001,257173,4,36.34438,7,0,2000
4738,Kahin To,Rashid Ali,spotify:track:3E424W0IJS3ypZ4YOxE0Jn,0.61,0.49200000000000005,10,-7.55,1,0.0261,0.33399999999999996,6.3e-06,0.0979,0.165,90.984,303206,4,38.59802,11,0,2000
4739,Tragic Monsters,Les Savy Fav,spotify:track:7MDAx3fWcO2ODyUmxHDt3X,0.302,0.84,0,-7.542999999999999,1,0.0524,0.00126,0.0232,0.8690000000000001,0.5,141.429,234173,4,63.09225,5,0,2000
4740,Battlefield,Jordin Sparks,spotify:track:1Nme6K1PYAh7p7uygyuRdf,0.613,0.634,2,-3.472,1,0.0339,0.0178,0.0,0.0719,0.37,144.953,241348,4,20.53229,13,1,2000
4741,When It's Over,Sugar Ray,spotify:track:5ZsPy9wHH733NlU6c4v2Hi,0.675,0.775,4,-5.772,1,0.0522,0.0387,0.0,0.38299999999999995,0.9329999999999999,99.945,217853,4,25.74307,11,1,2000
4742,Sorry 2004,Ruben Studdard,spotify:track:2u34ZVPVlr7hfN7vDr1512,0.721,0.47200000000000003,9,-7.574,1,0.0619,0.076,0.0,0.332,0.462,129.964,261867,4,30.09556,10,1,2000
4743,Drop It Low,Ester Dean Featuring Chris Brown,spotify:track:5wuXWTCiKIlNEXfwAuTY1G,0.723,0.7140000000000001,11,-5.0360000000000005,1,0.0537,0.0019,5.429999999999999e-05,0.0836,0.386,88.04700000000001,190533,4,26.10726,11,1,2000
4744,It's Over Now,112,spotify:track:769geiA8btidGHda4BBDOJ,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,264933,4,60.749140000000004,9,1,2000
4745,Flutter,Bonobo,spotify:track:118jpM7D5hnAEYJ6EzEY3G,0.602,0.695,9,-6.926,0,0.0281,0.00464,0.43,0.0888,0.733,103.00200000000001,284947,4,47.198859999999996,14,0,2000
4746,7 Things,Miley Cyrus,spotify:track:5ecZWU5uQOiCVSnPxBZNmT,0.59,0.903,1,-4.478,0,0.0363,0.0232,0.0,0.0786,0.542,107.023,213453,4,75.07245,7,1,2000
4747,M/s salmonella,Lifelover,spotify:track:3secztBJPt3Y4ocRiQhBMP,0.37799999999999995,0.927,6,-2.171,0,0.044000000000000004,6.37e-05,0.826,0.316,0.295,139.934,300000,4,84.33838,10,0,2000
4748,Redneck Yacht Club,Craig Morgan,spotify:track:4etE2X6t7GmyiuYLIdI8H5,0.49,0.8170000000000001,8,-5.405,1,0.0355,0.455,0.0,0.0885,0.8079999999999999,168.115,230373,4,47.17577,8,1,2000
4749,Stronger,Kanye West,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,0.617,0.7170000000000001,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,311867,4,22.085620000000002,13,1,2000
4750,Night And Day,Raymond Scott,spotify:track:7hflY8LpoAi4bUF7hBOWSX,0.486,0.28800000000000003,6,-24.74,1,0.0726,0.88,0.965,0.111,0.976,189.646,105027,3,40.354490000000006,6,0,2000
4751,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,spotify:track:0YImOCkIJ2PWhCXaURCZnY,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.99600000000001,324307,4,46.643229999999996,9,1,2000
4752,Amazing,Josh Kelley,spotify:track:3fbKJNrsPJwye98LTGm4Ok,0.546,0.852,9,-5.058,1,0.0365,0.0128,0.0,0.128,0.831,96.90700000000001,225600,4,116.53193999999999,6,1,2000
4753,"Mujhe Haq Hai - From ""Vivah""",Udit Narayan,spotify:track:18blg2IVcfRE7uGWu1jyNI,0.379,0.6859999999999999,4,-8.835,0,0.0451,0.474,7.66e-06,0.14800000000000002,0.768,187.86900000000003,299050,3,26.08567,15,0,2000
4754,Metal Is Big In The Baltic States,Regurgitator,spotify:track:1dM3Z5TEjZZGnb6HYQotBr,0.546,0.763,0,-7.513999999999999,1,0.0375,0.0051,0.00048300000000000003,0.125,0.732,134.121,132653,4,49.031259999999996,8,0,2000
4755,It's A Great Day To Be Alive,Travis Tritt,spotify:track:3oW6SWwGqiZSPTiAp7ZQoH,0.595,0.653,7,-4.935,1,0.0265,0.24600000000000002,0.0,0.264,0.542,128.93,241533,4,46.4244,11,1,2000
4756,Punk Rock,The Casualties,spotify:track:4n5TzLFwDhPCSVhADGlyLt,0.18,0.992,1,-4.516,0,0.102,0.0198,2.03e-06,0.462,0.251,188.822,121267,4,17.28775,9,0,2000
4757,With You,Jessica Simpson,spotify:track:7pNJ1T9TGbVbNHKaLhhPri,0.5529999999999999,0.7559999999999999,0,-4.583,1,0.10800000000000001,0.0923,0.0,0.215,0.605,94.48700000000001,191827,4,39.68558,9,1,2000
4758,My Personal Tv System,Ultra Milkmaids,spotify:track:5L8zUyOVmGObJ0vC1S6hpj,0.262,0.9,4,-5.345,0,0.0571,0.23800000000000002,0.8240000000000001,0.20199999999999999,0.381,82.079,275773,4,38.77065,10,0,2000
4759,Take The Night Off,Sick Of It All,spotify:track:4ALA7Nd0JcRHSvcffGjnym,0.314,0.992,7,-2.7230000000000003,0,0.136,6.159999999999999e-05,0.00013700000000000002,0.141,0.203,95.69200000000001,162293,4,111.26478999999999,5,0,2000
4760,Oops!...I Did It Again,Britney Spears,spotify:track:6naxalmIoLFWR0siv8dnQQ,0.7509999999999999,0.8340000000000001,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4,37.90282,10,1,2000
4761,Raw Power,Iggy Pop,spotify:track:4G1sc9R3svmUpRpsFwqGmh,0.191,0.835,5,-11.274000000000001,1,0.0435,0.139,0.17800000000000002,0.92,0.514,163.05100000000002,285200,4,55.80166,9,0,2000
4762,Avalokiteshvara (Music for Harp) - 1964,Lou Harrison,spotify:track:3N6Z97e0iQ5Fr0646c12mA,0.358,0.10099999999999999,5,-22.32,0,0.0416,0.97,0.907,0.109,0.44799999999999995,141.614,163800,4,61.97006,8,0,2000
4763,Earache My Eye,Cheech And Chong with Alice Bowie,spotify:track:3pjGKgnCekGCzRHGDdrBSz,0.502,0.503,11,-11.034,0,0.57,0.163,4.3799999999999994e-05,0.33299999999999996,0.711,90.67299999999999,320867,4,32.0222,11,0,2000
4764,Invisible,Clay Aiken,spotify:track:0O0ieeprNUzIbiOSnDg5Z0,0.565,0.777,2,-5.516,0,0.037000000000000005,0.152,0.0,0.35,0.593,110.09200000000001,243867,4,22.49178,8,1,2000
4765,A Day To Be Alone,One Less Reason,spotify:track:7sMXMS8qq5EKqpInERPMDm,0.57,0.376,9,-9.564,0,0.0305,0.272,0.0,0.1,0.34700000000000003,115.978,267387,4,34.7668,11,0,2000
4766,Just Stand Up!,Artists Stand Up To Cancer,spotify:track:1EiwZsCTu8cGSRdog30oYY,0.56,0.958,0,-1.119,1,0.0792,0.174,0.0,0.705,0.599,176.524,217067,4,44.92031,10,1,2000
4767,Iron Dogs,Exciter,spotify:track:6ds6bm0Ho0ET3zUzMMrOMK,0.2,0.894,10,-5.832999999999999,0,0.0671,9.01e-06,0.000951,0.451,0.35600000000000004,135.726,358107,4,49.45986,16,0,2000
4768,Tough Little Boys,Gary Allan,spotify:track:6TZEPo10yErUtF5AtdfLY2,0.5479999999999999,0.402,2,-8.727,1,0.0247,0.698,0.00011399999999999999,0.135,0.214,84.211,237333,4,42.66657,13,1,2000
4769,Re-Education (Through Labor),Rise Against,spotify:track:6c1Bdvp208X0jbLmFnWbkC,0.243,0.9470000000000001,11,-3.388,1,0.102,0.000417,3.41e-05,0.133,0.33799999999999997,147.586,222453,4,27.318990000000003,11,0,2000
4770,Pit Step,Fallen,spotify:track:41NeUIChlRvJwHHiaTVn8x,0.33399999999999996,0.9570000000000001,6,-4.343,1,0.139,0.00655,0.00011499999999999999,0.214,0.337,144.25799999999998,171600,4,26.870790000000003,9,0,2000
4771,What A Girl Wants,Christina Aguilera,spotify:track:5bGmuxShUba9maPswDnhCs,0.754,0.8190000000000001,0,-6.832999999999999,1,0.11199999999999999,0.0684,0.0,0.345,0.818,142.137,215800,4,38.85368,9,1,2000
4772,Hakanakumo Towa No Kanashi,UVERworld,spotify:track:3Od9Qti5x97HKevqflv27B,0.42,0.958,1,-2.6430000000000002,1,0.0984,0.111,0.0,0.375,0.45,94.787,250280,4,28.972009999999997,12,0,2000
4773,I Love College,Asher Roth,spotify:track:1akgiRM3mN2nxu2AX6ACCW,0.713,0.826,8,-4.075,1,0.243,0.0897,0.0,0.42100000000000004,0.664,86.444,241933,4,50.93564,12,1,2000
4774,Under Pressure,The Used And My Chemical Romance,spotify:track:7oof6K1s09QXjOxDucR2r8,0.528,0.897,2,-5.943,1,0.0589,0.00134,0.0,0.19,0.29,125.009,211733,4,31.43228,8,1,2000
4775,Don't Dream It's Over,Sixpence None The Richer,spotify:track:2kyezitNXSQaIa1nsQRWVp,0.5489999999999999,0.6509999999999999,5,-8.122,1,0.0265,0.0638,6.95e-05,0.0823,0.444,80.934,243960,4,37.57462,11,1,2000
4776,The Way You Look Tonight,Bradley Joseph,spotify:track:3Vtzd9OQkRB31KMIrDqaTp,0.449,0.168,7,-18.665,1,0.0522,0.99,0.867,0.10300000000000001,0.17,120.741,292520,4,24.67921,14,0,2000
4777,Raven Night,Hagalaz' Runedance,spotify:track:4HWj3XTOOxG1CqiAOv2CX2,0.488,0.759,9,-6.471,0,0.0343,3.44e-06,0.0534,0.10099999999999999,0.127,124.959,212520,4,30.53002,8,0,2000
4778,Billie Holiday,Warpaint,spotify:track:6jOpA0UG23yw4MyXQKa6iz,0.518,0.385,9,-11.125,0,0.0286,0.64,0.000536,0.0931,0.262,100.87799999999999,405027,4,25.84769,10,0,2000
4779,Rock the World,Africans with Mainframes,spotify:track:0mPhXFHDTPMBOfpaelFbRZ,0.779,0.922,7,-13.956,1,0.0499,0.00569,0.945,0.0989,0.541,124.285,310613,4,66.33275,14,0,2000
4780,America's Suitehearts,Fall Out Boy,spotify:track:3Dg1BK3rHo6mCvzSO2b9Ct,0.483,0.9309999999999999,2,-3.4389999999999996,1,0.044000000000000004,0.00826,0.0,0.107,0.645,160.05,214133,4,13.552979999999998,9,1,2000
4781,I'll Wait For You,Joe Nichols,spotify:track:1L6rE8LIa9G6xl03hdihVh,0.526,0.42200000000000004,9,-8.351,1,0.0277,0.262,0.0,0.14,0.33,143.747,246960,4,43.20539,10,1,2000
4782,Living For The Night,George Strait,spotify:track:1BWBhzWgIL1eyNU02FfmVX,0.428,0.44,1,-6.48,1,0.0241,0.63,0.0008619999999999999,0.11599999999999999,0.265,78.46300000000001,221773,4,28.56227,9,1,2000
4783,Strip The Wires Down,Parts & Labor,spotify:track:1QH2puwjpflhbjVU2iB1K2,0.174,0.941,3,-3.798,0,0.0762,0.000513,0.975,0.183,0.451,127.93299999999999,54040,4,26.9472,4,0,2000
4784,Ridin' Rims,Dem Franchize Boyz,spotify:track:4o568kdkDntTDuQTJfMIxa,0.7390000000000001,0.603,2,-7.787999999999999,1,0.0784,0.081,0.0,0.0833,0.496,158.873,323960,4,34.99977,17,1,2000
4785,Guilty Until Proven Innocent,Jay-Z Featuring R. Kelly,spotify:track:2mipgXZMxEju9GLP7U1LOp,0.797,0.586,1,-4.9910000000000005,0,0.25,0.00398,0.0,0.0523,0.414,99.085,295960,4,21.89646,16,1,2000
4786,Behold Judas,Hate Eternal,spotify:track:1pDaIv4kERYDqeCzYDpZ80,0.175,0.9620000000000001,1,-7.018,0,0.12300000000000001,0.000165,0.757,0.253,0.0392,100.63799999999999,261507,3,42.55068,10,0,2000
4787,Back When I Knew It All,Montgomery Gentry,spotify:track:5FswubJV9JkSOsumQsqAy0,0.616,0.8170000000000001,2,-5.544,1,0.0335,0.00275,4.36e-05,0.429,0.474,124.074,237480,4,45.29815,10,1,2000
4788,Digger Is a Dancer,Digger Dance,spotify:track:7MK8C7k8ZAa9Rhq9WVL6yy,0.879,0.608,6,-9.911,1,0.47200000000000003,0.147,0.0,0.33299999999999996,0.8190000000000001,89.014,242800,4,37.80547,9,0,2000
4789,Stars Are Blind,Paris Hilton,spotify:track:71V89tJj9CboDyzncO6ZN2,0.745,0.695,2,-5.0760000000000005,1,0.0271,0.0059299999999999995,0.0,0.0615,0.519,102.014,236600,4,24.22681,10,1,2000
4790,Animal Farm,The Hope Conspiracy,spotify:track:1QfjU50ABFOfNhoQVREWXa,0.402,0.972,2,-5.244,1,0.0616,3.2200000000000003e-05,0.163,0.59,0.387,76.42,220413,4,51.52435,9,0,2000
4791,Clumsy,Fergie,spotify:track:50xeLNGKmskmYUSINhqvfa,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.29600000000000004,0.452,184.00900000000001,240427,4,21.0284,10,1,2000
4792,Times Like These,Foo Fighters,spotify:track:67vYdAAM3oGsEImCRfbtsF,0.377,0.9079999999999999,4,-3.793,0,0.0899,1.4000000000000001e-05,1.4000000000000001e-05,0.24100000000000002,0.265,144.563,265560,4,40.32809,13,1,2000
4793,Für immer und dich,Jan Delay,spotify:track:4gmKQei9Z9ZWFOxUaqlU14,0.59,0.26899999999999996,2,-8.249,1,0.0465,0.44799999999999995,0.0011,0.14,0.135,130.02200000000002,274880,4,30.60418,9,0,2000
4794,Bounce With Me,Lil Bow Wow Featuring Xscape,spotify:track:5jZfGxZDayFA1HzYmyOG3a,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016,175893,4,33.184309999999996,8,1,2000
4795,Wild West,The Deadly Snakes,spotify:track:61YjmZhsFftH2Jg1MZvgoc,0.7020000000000001,0.7170000000000001,7,-7.904,1,0.353,0.0173,0.0,0.8759999999999999,0.7440000000000001,93.309,213013,4,20.409570000000002,12,0,2000
4796,Girlfriend,The Jazz Butcher,spotify:track:6ueJQD8nSNAa4PQyV2xx1x,0.27899999999999997,0.878,7,-7.181,1,0.0523,0.00835,0.0123,0.0558,0.847,171.088,247093,4,36.43606,8,0,2000
4797,In Aisles,Nero's Day At Disneyland,spotify:track:1CHcC0y3SfJKUxtc33hB7t,0.746,0.815,11,-2.4619999999999997,0,0.0447,0.0274,0.00579,0.0577,0.778,126.025,141107,4,30.17005,7,0,2000
4798,Family Affair,Mary J. Blige,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,0.9109999999999999,0.551,8,-3.75,0,0.0449,0.132,4.1200000000000005e-05,0.0863,0.9690000000000001,92.887,265867,4,38.3894,12,1,2000
4799,Generation Rock,Revolverheld,spotify:track:7qvtWTZtcHBX182MIUycYQ,0.506,0.961,8,-3.11,0,0.102,0.0124,0.0,0.11699999999999999,0.374,157.957,164440,4,23.1508,8,0,2000
4800,Help Me Understand,Trace Adkins,spotify:track:1eqw9X3NsJeBcr7eExLIAA,0.502,0.435,7,-9.161,1,0.0279,0.6579999999999999,7.87e-05,0.0877,0.29100000000000004,129.933,231507,4,14.9146,10,1,2000
4801,Defying Gravity,Glee Cast,spotify:track:0GtFgR54C5c6JMR998K6NT,0.385,0.545,1,-6.0,1,0.0318,0.47600000000000003,0.0,0.11199999999999999,0.546,152.525,141667,4,31.23938,6,1,2000
4802,Punk Rock Is Nicht Tot,Thee Headcoats,spotify:track:7fydeiOXkSKJ77RyOqLMDD,0.499,0.929,1,-4.198,0,0.161,0.358,0.0237,0.324,0.542,117.973,156480,4,91.94918,4,0,2000
4803,Party Like We Use to Do,Willie Clayton,spotify:track:3lhAN67vp4RLgJbUUctHHO,0.682,0.754,0,-2.4130000000000003,1,0.0778,0.49200000000000005,1.33e-06,0.325,0.963,200.301,355600,4,24.97201,14,0,2000
4804,Coma Divine,Final Breath,spotify:track:6EDhidbNcniLJdCykWaQjG,0.327,0.968,2,-2.146,1,0.16699999999999998,0.000241,0.00965,0.396,0.127,111.17200000000001,242040,4,181.37783000000002,5,0,2000
4805,Ass Up - Groove Coverage Remix Short,Baracuda,spotify:track:79CUBWoZ2zPNxDrrJgoP8y,0.693,0.6629999999999999,11,-7.046,0,0.0395,0.00274,9.82e-05,0.10400000000000001,0.496,129.97899999999998,246352,4,43.90294,8,0,2000
4806,Please Don't Leave Me,P!nk,spotify:track:2gnZad0pb6QtUqMLTj2AjI,0.589,0.845,6,-4.497,1,0.0378,0.00883,0.0,0.326,0.746,138.026,231560,4,20.83684,9,1,2000
4807,Buen Rock Esta Noche - Good Rockin' Tonight,Los Teen Tops,spotify:track:5uVUmnrajAJCvsTDDwaufP,0.418,0.857,9,-7.343,1,0.0648,0.187,0.0,0.359,0.925,95.04299999999999,136400,4,50.81353,6,0,2000
4808,Move Your Hands Up - Original Club mix,Clubraiders,spotify:track:7wYp2eHpYDs6DSobgMlAXk,0.6809999999999999,0.995,0,-3.31,1,0.0561,0.00512,0.627,0.0631,0.934,140.012,327560,4,39.92263,11,0,2000
4809,Nobody's Home,Avril Lavigne,spotify:track:0cZDC7uxNK8lqQ3GgyvCnD,0.348,0.907,5,-3.66,0,0.0497,0.000516,0.0,0.161,0.177,185.40599999999998,212413,4,53.85285,6,1,2000
4810,Candle (Sick And Tired),The White Tie Affair,spotify:track:7L2njnxdaRRvDMNLuP1ZcD,0.557,0.8740000000000001,0,-5.729,1,0.0339,0.00134,0.0,0.127,0.396,139.002,230707,3,28.188290000000002,11,1,2000
4811,We Bow In Its Aura,Veil Of Maya,spotify:track:1iL2vCRcIwQQzDvEmyFphV,0.35,0.96,7,-5.521,1,0.0813,2.75e-05,0.00534,0.5489999999999999,0.263,107.51899999999999,227773,4,47.46589,10,0,2000
4812,I'm Real,Jennifer Lopez Featuring Ja Rule,spotify:track:2JSsBmiyMmBV3ae7tU3bon,0.731,0.593,7,-7.0520000000000005,1,0.11800000000000001,0.247,0.0,0.0947,0.52,83.44200000000001,255733,4,28.095290000000002,10,1,2000
4813,Let It Rock,Kevin Rudolf Featuring Lil Wayne,spotify:track:6TrNRd98WksT9Kkmx9uj6R,0.607,0.784,7,-4.41,1,0.0397,0.000684,0.0,0.0678,0.442,113.17200000000001,231173,4,26.33223,8,1,2000
4814,Here (In Your Arms),Hellogoodbye,spotify:track:4z1gmF4S1YsTj1pxiU47Qx,0.6990000000000001,0.612,5,-6.7860000000000005,1,0.037000000000000005,0.171,0.00265,0.268,0.79,126.042,240547,4,50.207679999999996,11,1,2000
4815,Jehovah The Lord Will Provide,Harry Belafonte,spotify:track:6lVYbSu7JRob3PVhUtD26l,0.34299999999999997,0.11800000000000001,7,-18.652,1,0.0642,0.98,0.0183,0.0978,0.166,87.256,179507,3,33.79222,8,0,2000
4816,Until The End Of The World,Apoptygma Berzerk,spotify:track:3zHXsywWD1eRE4KIKXGK8q,0.653,0.909,10,-5.527,0,0.0579,0.0389,0.048,0.0722,0.39,130.477,354773,4,30.565,16,0,2000
4817,Ni Una Sola Palabra,Paulina Rubio,spotify:track:7o0kV6oNSTVxcxvbGpUcms,0.76,0.826,5,-3.997,0,0.0291,0.0459,0.0,0.109,0.619,130.321,232067,4,19.366229999999998,9,1,2000
4818,Breakout,Miley Cyrus,spotify:track:131RmhQ2mHtY29K1xX3SHW,0.444,0.841,4,-3.742,1,0.0504,0.000132,1.15e-05,0.22899999999999998,0.7959999999999999,160.093,206160,4,31.281570000000002,10,1,2000
4819,Destroy,Hirax,spotify:track:3LSPh5Ol9xIdhkh9jzb5fK,0.434,0.75,7,-6.728,1,0.17,0.0192,4.02e-05,0.8759999999999999,0.33299999999999996,128.768,295453,4,28.059040000000003,13,0,2000
4820,Alakadalil,Kester,spotify:track:4dBDrqsFKz9ON2EkaHOx1z,0.642,0.539,2,-9.025,0,0.0431,0.632,0.0,0.17800000000000002,0.532,134.955,290168,3,85.59788,9,0,2000
4821,Desert Rose,Sting Featuring Cheb Mami,spotify:track:4WhyHQ2BXi2VU1iaFbF6jv,0.5770000000000001,0.654,0,-7.9,0,0.0321,0.0143,0.0,0.114,0.13,111.993,285893,4,60.6455,16,1,2000
4822,You Should've Told Me,Kelly Price,spotify:track:6NwKYeHDcfEAKVYsUZy4Dx,0.723,0.46299999999999997,1,-4.938,1,0.0755,0.24100000000000002,0.0,0.0651,0.551,120.115,194760,4,48.060790000000004,10,1,2000
4823,"String Quartet No. 14 in D Minor, D. 810, ""Death and the Maiden"": II. Andante con moto",Franz Schubert,spotify:track:7sETVxBzI6MmzsA0rvdhNB,0.267,0.0854,7,-25.138,0,0.0491,0.897,0.5,0.129,0.0763,107.571,826336,4,44.3776,41,0,2000
4824,I Think God Can Explain,Splender,spotify:track:3YW5qaMNCsMnta8L0j1btB,0.48,0.7290000000000001,10,-4.398,1,0.027999999999999997,0.0129,0.0,0.0862,0.509,137.232,236760,4,71.03044,9,1,2000
4825,Without Your Love,A Touch Of Class,spotify:track:3EWPiYakwbCH5q61Nux1hm,0.49200000000000005,0.522,0,-9.905,1,0.0431,0.335,0.0,0.11699999999999999,0.138,123.976,201967,4,45.791920000000005,9,0,2000
4826,There Goes My Life,Kenny Chesney,spotify:track:1CjQCQsl9FDb3WhjGcFOzG,0.5770000000000001,0.483,4,-8.141,1,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,302667,4,57.92695,10,1,2000
4827,Here Comes the Sun,Yo-Yo Ma,spotify:track:3FO4zWTQ484C2P7JCddeH0,0.366,0.16399999999999998,5,-14.356,1,0.0386,0.915,0.000749,0.10800000000000001,0.46299999999999997,114.848,170387,5,27.78748,10,0,2000
4828,Mazinguer Metal,Gigatrón,spotify:track:0Ny0FfARDOgSkJvaJYNvsQ,0.40299999999999997,0.925,0,-5.125,1,0.11199999999999999,0.01,0.006220000000000001,0.391,0.718,181.94099999999997,127027,4,34.57338,6,0,2000
4829,Home,Daughtry,spotify:track:2mobr1UlKjhxDTOVqng3jw,0.44299999999999995,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.33799999999999997,143.986,255652,4,29.77802,11,1,2000
4830,Mountains,Lonestar,spotify:track:0iTR57bhc1jm1tf9j5XDhh,0.45799999999999996,0.767,3,-4.3,1,0.0481,0.196,0.0,0.0564,0.34700000000000003,162.063,234400,4,26.5583,10,1,2000
4831,Tumhare Siva,Anuradha Paudwal,spotify:track:0f6bizmLkduIHB3PAemEBn,0.466,0.62,5,-12.439,0,0.0503,0.0505,6.52e-05,0.0552,0.785,81.146,293760,4,20.07762,16,0,2000
4832,Slow Motion,Juvenile Featuring Soulja Slim,spotify:track:6ihObRBTB8xdSH2mlERtOX,0.713,0.7340000000000001,0,-4.894,0,0.325,0.5489999999999999,0.0,0.0687,0.8909999999999999,172.87099999999998,248200,4,34.10403,14,1,2000
4833,I'm Still A Guy,Brad Paisley,spotify:track:10K3cLNxSH5XLs9X951hLR,0.494,0.599,2,-6.836,1,0.0316,0.10400000000000001,0.0,0.0882,0.457,163.72899999999998,248787,3,23.8659,13,1,2000
4834,Death 'N' Roll,Southern Drinkstruction,spotify:track:1JfKOIIE2Z61PE8KZRzoay,0.19699999999999998,0.991,9,-2.432,0,0.0945,0.000782,0.825,0.22899999999999998,0.10099999999999999,156.938,260115,4,30.644090000000002,10,0,2000
4835,"Alexander's Feast, HWV 75: Part II: Duet: Let's imitate her notes above (Soprano, Mezzo-soprano)",George Frideric Handel,spotify:track:3hIn2Xz5ejfQasjqEhsy3M,0.387,0.0822,5,-18.631,1,0.0496,0.9259999999999999,0.0,0.10400000000000001,0.387,82.0,160520,3,31.81082,8,0,2000
4836,I Don't Care (feat. Adam Gontier),Apocalyptica,spotify:track:0t9Jd84JnsV8HRMaQzHUom,0.311,0.7440000000000001,2,-4.615,0,0.0436,0.00998,0.0,0.0799,0.336,179.076,221480,4,27.38095,9,0,2000
4837,Honky Tonk Stomp,Brooks & Dunn Featuring Billy Gibbons,spotify:track:4xvMOj9QANlmQ7If03em5Q,0.633,0.927,9,-4.218999999999999,1,0.0631,0.00413,2.8600000000000004e-05,0.21,0.674,97.955,181227,4,29.303390000000004,9,1,2000
4838,Falling Slowly,The Swell Season (Glen Hansard & Marketa Irglova),spotify:track:6EIVLz5xM1xE29r0OmIkWt,0.34,0.209,0,-11.869000000000002,1,0.0279,0.679,0.000443,0.10099999999999999,0.151,137.042,244133,4,58.6042,9,1,2000
4839,Heimatlied,Golden Beering,spotify:track:0HcK0q3U7BjQAGgyixbNo1,0.316,0.83,11,-10.915,0,0.107,0.0155,0.0,0.0867,0.535,146.39700000000002,199000,4,34.74828,9,0,2000
4840,American Idiot,Green Day,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.859999999999999e-05,0.368,0.769,186.113,176346,4,36.13514,9,1,2000
4841,Black Metal Valentine,Califone,spotify:track:0y23WVmVMS1cbomP0RQ568,0.634,0.642,9,-12.352,0,0.111,0.76,0.0936,0.14800000000000002,0.39799999999999996,98.73200000000001,376907,4,40.80814,12,0,2000
4842,Feierabend in Kiew - Rock Remix by Tweakerray,KiEw,spotify:track:09Snuu70nmC9dJcyWIftne,0.48200000000000004,0.9059999999999999,2,-6.105,1,0.23399999999999999,0.0825,0.623,0.387,0.18,96.07,246880,4,25.440479999999997,12,0,2000
4843,How We Rock,Termanology,spotify:track:4vABdvKMwEE4rEnyvFI4BL,0.462,0.93,7,-2.925,0,0.341,0.0016300000000000002,0.0,0.076,0.792,49.875,237027,4,25.38919,9,0,2000
4844,Call My Name,Prince,spotify:track:1NtMkOgf5U9YMaXyuEIRn2,0.622,0.574,5,-5.0680000000000005,0,0.155,0.685,0.0,0.111,0.405,113.984,315773,4,59.07281999999999,8,1,2000
4845,More Than A Woman,Aaliyah,spotify:track:0XhNusoLXMdk0DBC7rZdUs,0.6509999999999999,0.644,11,-5.917000000000001,1,0.0797,0.0548,0.00124,0.115,0.782,87.0,230360,4,71.91793,8,1,2000
